id,candidate_knowledge_point,local_media,contact_sheet,review_status,recommended_action,suggested_start_sec,suggested_end_sec,review_notes
vdcr_commons_mr13_000004,Electrodeposition Dendrite Growth,media/vdcr_commons_manual_round13_v1/vdcr_commons_mr13_000004.ogv,media/vdcr_commons_manual_frames_round13_v1/vdcr_commons_mr13_000004/contact_sheet.jpg,reject,electrodeposition_visible_but_not_clear_dendrite_growth,0,0,"The microscopy sequence shows electrodeposit morphology changing along an electrode, but the contact sheet does not show clear branching dendritic growth; assigning Electrodeposition Dendrite Growth would be too source-dependent."
vdcr_commons_mr13_000005,Rayleigh-Taylor Instability,media/vdcr_commons_manual_round13_v1/vdcr_commons_mr13_000005.gif,media/vdcr_commons_manual_frames_round13_v1/vdcr_commons_mr13_000005/contact_sheet.jpg,pass_candidate,commons_simulation_ready_for_license_check,0,0.1,"New Commons public-domain hydrodynamic simulation GIF shows a heavy-over-light interface deforming into rising/falling mushroom plumes and roll-up structures; axes are visible but no answer text is shown, and the concept requires the instability growth sequence."
vdcr_commons_mr13_000006,Cavitation Bubble Growth and Collapse,media/vdcr_commons_manual_round13_v1/vdcr_commons_mr13_000006.ogg,media/vdcr_commons_manual_frames_round13_v1/vdcr_commons_mr13_000006/contact_sheet.jpg,reject,explanatory_animation_text_leakage_and_duplicate_answer,0,0,The animation contains explicit explanatory labels such as Pressure and D.S.T. plus arrows and schematic panels; it is source-dependent and would duplicate the cleaner cavitation pump video for the same answer.
vdcr_commons_mr14_000001_seg_000000_031270_noaudio,Electrolysis Bubble Nucleation and Detachment,media/vdcr_segments_pilot_v1/vdcr_commons_mr14_000001_seg_000000_031270_noaudio.webm,media/vdcr_segment_frames_round14_v1/vdcr_commons_mr14_000001_seg_000000_031270_noaudio/contact_sheet.jpg,pass_candidate,noaudio_segment_ready_for_license_check,0,30.709,"New no-audio segment shows repeated gas bubbles appearing on the electrode surface, growing into visible bubble clouds, and detaching/releasing into the liquid during electrolysis. A single frame can show an electrode and bubbles, but the named concept requires the temporal nucleation-growth-detachment cycle rather than generic bubbling."
vdcr_commons_mr14_000002,Mitotic Chromosome Segregation,media/vdcr_commons_manual_round14_v1/vdcr_commons_mr14_000002.ogv,media/vdcr_commons_manual_frames_round14_v1/vdcr_commons_mr14_000002/contact_sheet.jpg,reject,wrong_scope_chromosome_congression_simulation,0,0,"The video is a simulation of microtubule/kinetochore congression, not a clean chromosome separation sequence. Passing it as Mitotic Chromosome Segregation would depend too much on source metadata and a broader paper title."
vdcr_commons_mr14_000003,Mitotic Chromosome Segregation,media/vdcr_commons_manual_round14_v1/vdcr_commons_mr14_000003.ogv,media/vdcr_commons_manual_frames_round14_v1/vdcr_commons_mr14_000003/contact_sheet.jpg,reject,text_overlay_and_insufficient_chromosome_sequence,0,0,The contact sheet contains visible phase/time overlays and the visual sequence mainly shows whole-cell fluorescence and morphology changes rather than a clearly identifiable chromosome separation trajectory; reject to avoid source-title dependence.
vdcr_commons_mr14_000004_seg_000000_016667_clean,Ciliary Beating,media/vdcr_segments_pilot_v1/vdcr_commons_mr14_000004_seg_000000_016667_clean.webm,media/vdcr_segment_frames_round14_v1/vdcr_commons_mr14_000004_seg_000000_016667_clean/contact_sheet.jpg,pass_candidate,clean_no_metadata_segment_ready_for_license_check,0,16.667,"New clean no-metadata microscopy segment has no audio stream, no answer text, and shows motile cilia along the epithelial edge repeatedly changing waveform across consecutive frames. The concept is not generic cell imaging: it requires observing rhythmic ciliary beat cycles, not a single static view of cilia."
vdcr_commons_mr15_000001,Gyroscopic Precession,media/vdcr_commons_manual_round15_v1/vdcr_commons_mr15_000001.gif,media/vdcr_commons_manual_frames_round15_v1/vdcr_commons_mr15_000001/contact_sheet.jpg,pass_candidate,commons_gif_ready_for_license_check,0,2.1,New public-domain Commons GIF has no answer text and shows a spinning gyroscope whose tilted axis sweeps around in a continuous precessional path. A single frame only shows gyroscope orientation; the named concept requires observing the axis direction changing over time under rotational dynamics.
vdcr_commons_mr15_000002,Coffee-Ring Formation,media/vdcr_commons_manual_round15_v1/vdcr_commons_mr15_000002.ogv,media/vdcr_commons_manual_frames_round15_v1/vdcr_commons_mr15_000002/contact_sheet.jpg,reject,multipanel_labels_and_weak_temporal_evidence,0,0,The video contains repeated PEG/SDS and particle-size labels and appears as a multi-panel comparison. The visible temporal change is too weak to identify Coffee-Ring Formation without relying on the source title or paper context.
vdcr_commons_mr15_000003,FRAP Recovery,media/vdcr_commons_manual_round15_v1/vdcr_commons_mr15_000003.ogv,media/vdcr_commons_manual_frames_round15_v1/vdcr_commons_mr15_000003/contact_sheet.jpg,reject,figure_panel_text_and_source_dependent_frap,0,0,"The video has prominent condition labels, time stamps, scale bars, and red ROI boxes across a figure-like panel. It is a valid FRAP source scientifically, but the clip is not a clean VDCR sample because recognition would rely on experimental-panel context and metadata rather than video-native dynamics."
vdcr_commons_mr15_000004_seg_036000_079000_clean,Turbidity Current Propagation,media/vdcr_segments_pilot_v1/vdcr_commons_mr15_000004_seg_036000_079000_clean.webm,media/vdcr_segment_frames_round15_v1/vdcr_commons_mr15_000004_seg_036000_079000_clean/contact_sheet.jpg,pass_candidate,clean_segment_noncommercial_license_audit_required,0,43.009,"New clean segment shows a dense dyed sediment-laden gravity current propagating through a flume, forming a visible head/body, overtopping a sill, and accelerating down a slope with billowing entrainment. A single frame can show colored water, but the named concept requires the temporal propagation of the turbidity current front; final release must audit the CC BY-NC-SA license."
vdcr_commons_mr15_000005_seg_000000_051000_crop_clean,Nyctinasty,media/vdcr_segments_pilot_v1/vdcr_commons_mr15_000005_seg_000000_051000_crop_clean.webm,media/vdcr_segment_frames_round15_v1/vdcr_commons_mr15_000005_seg_000000_051000_crop_clean/contact_sheet.jpg,pass_candidate,cropped_clean_segment_ready_for_license_check,0,50.88,New cropped clean segment removes the time overlay and shows a flower opening through a continuous plant-organ movement sequence. The concept is not static flower recognition: it requires observing the nastic opening motion over time rather than identifying the plant or final open-flower state.
vdcr_commons_mr16_000001_seg_000000_015206_clean,Flame Front Propagation,media/vdcr_segments_pilot_v1/vdcr_commons_mr16_000001_seg_000000_015206_clean.webm,media/vdcr_segment_frames_round16_v1/vdcr_commons_mr16_000001_seg_000000_015206_clean/contact_sheet.jpg,pass_candidate,clean_noaudio_segment_ready_for_license_check,0,15.2,"New clean no-audio segment shows an ethanol flame/reaction front entering one end of a narrow channel, propagating along the channel, and then fading after the front has traversed the fuel path. A single frame only shows a dark channel or a flame patch; the named concept requires the temporal advance of the flame front rather than generic fire recognition."
vdcr_commons_mr16_000002,Precipitation Front Propagation,media/vdcr_commons_manual_round16_v1/vdcr_commons_mr16_000002.webm,media/vdcr_commons_manual_frames_round16_v1/vdcr_commons_mr16_000002/contact_sheet.jpg,reject,text_overlay_and_no_clean_precipitation_front,0,0,"The source contains prominent German title/instruction/end text and an audio stream. Visually it mainly shows setup/mixing followed by cloudy sodium-sulfate precipitation, not a clean propagating precipitation front; accepting it would rely on source context and would leak text rather than video-native dynamics."
vdcr_commons_mr17_000001,Crown Splash,media/vdcr_commons_manual_round17_v1/vdcr_commons_mr17_000001.webm,media/vdcr_commons_manual_frames_round17_v1/vdcr_commons_mr17_000001/contact_sheet.jpg,reject,advertising_brand_text_and_cgi_source,0,0,"The clip contains prominent Valspar/product branding, an Octavio watermark, and end-card advertising text. Although liquid crown-like shapes are visible, the source is a commercial CGI paint ad rather than a clean video-native physics process."
vdcr_commons_mr17_000002_seg_000000_031371_clean,Metal Displacement Dendrite Growth,media/vdcr_segments_pilot_v1/vdcr_commons_mr17_000002_seg_000000_031371_clean.webm,media/vdcr_segment_frames_round17_v1/vdcr_commons_mr17_000002_seg_000000_031371_clean/contact_sheet.jpg,pass_candidate,clean_noaudio_segment_ready_for_license_check,0,31.364,"New clean no-audio segment shows white/silver dendritic crystal branches extending and thickening on a copper-colored substrate during a metal-displacement reaction. A single frame can show crystals, but the named concept requires observing branching growth over time rather than static crystal morphology."
vdcr_commons_mr17_000003,Mitotic Chromosome Segregation,media/vdcr_commons_manual_round17_v1/vdcr_commons_mr17_000003.ogv,media/vdcr_commons_manual_frames_round17_v1/vdcr_commons_mr17_000003/contact_sheet.jpg,reject,insufficient_clear_chromosome_separation_visual_evidence,0,0,"The microscopy movie has no answer text or audio, but the contact sheet mainly shows a compact fluorescent mass changing shape with scale bars. It does not clearly show chromosomes separating into daughter groups, so accepting it would be too source-title dependent."
vdcr_commons_mr17_000004,Gravitropism,media/vdcr_commons_manual_round17_v1/vdcr_commons_mr17_000004.gif,media/vdcr_commons_manual_frames_round17_v1/vdcr_commons_mr17_000004/contact_sheet.jpg,pass_candidate,commons_animation_ready_for_static_shortcut_audit,0,1.6,"New Commons animation shows a root tip progressively curving relative to downward gravity arrows as asymmetric growth response accumulates along the organ. This is a schematic rather than raw microscopy, but the target is the named plant tropism mechanism; the reviewer should keep the static-diagram shortcut risk visible in final sampling."
vdcr_commons_mr17_000005,Downburst / Microburst Outflow,media/vdcr_commons_manual_round17_v1/vdcr_commons_mr17_000005.webm,media/vdcr_commons_manual_frames_round17_v1/vdcr_commons_mr17_000005/contact_sheet.jpg,reject,generic_wind_rain_no_decisive_outflow_structure,0,0,"The clip shows severe rain and wind around buildings, but the visual evidence is not sufficient to distinguish a downburst/microburst outflow from generic storm winds. The ground-level radial outflow or advancing outflow boundary is not clearly visible."
vdcr_commons_mr17_000006_seg_000000_036218_clean,Tornadogenesis,media/vdcr_segments_pilot_v1/vdcr_commons_mr17_000006_seg_000000_036218_clean.webm,media/vdcr_segment_frames_round17_v1/vdcr_commons_mr17_000006_seg_000000_036218_clean/contact_sheet.jpg,pass_candidate,clean_noaudio_segment_ready_for_strict_static_shortcut_audit,0,36.217,"New clean no-audio time-lapse shows a low rotating cloud base developing a funnel that grows downward into a visible tornado-like vortex and later weakens. A single mature-funnel frame creates some static shortcut risk, but the admitted concept is the formation sequence, so final review should keep the early-to-mature temporal transition as the required evidence."
vdcr_commons_mr17_000007,Rayleigh-Plateau Breakup,media/vdcr_commons_manual_round17_v1/vdcr_commons_mr17_000007.ogv,media/vdcr_commons_manual_frames_round17_v1/vdcr_commons_mr17_000007/contact_sheet.jpg,pass_candidate,commons_silent_video_ready_for_near_neighbor_audit,0,4.0,"New silent Commons video shows a pendant water drop forming a narrowing neck, the neck breaking, and a main drop plus small satellite droplets separating under capillary instability. It is a near neighbor of generic capillary breakup, so final sampling should preserve the Rayleigh-Plateau necking-and-breakup sequence as the discriminative evidence."
vdcr_commons_mr18_000001,Marangoni-Driven Flow,media/vdcr_commons_manual_round18_v1/vdcr_commons_mr18_000001.ogv,media/vdcr_commons_manual_frames_round18_v1/vdcr_commons_mr18_000001/contact_sheet.jpg,pass_candidate,commons_scientific_video_ready_for_license_check,0,5.6,"New Commons/Scientific Reports video shows a surface-tension-gradient-driven interfacial flow: the dyed region and adjacent interface are advected laterally through the field, showing directed Marangoni-driven transport. A single frame only shows a blur or local droplet-like patch; the named concept requires observing directional interfacial flow over time."
vdcr_commons_mr18_000002,Marangoni-Driven Flow,media/vdcr_commons_manual_round18_v1/vdcr_commons_mr18_000002.webm,media/vdcr_commons_manual_frames_round18_v1/vdcr_commons_mr18_000002/contact_sheet.jpg,reject,beautiful_but_source_dependent_freezing_bubble,0,0,"The freezing soap-bubble clip has visible crystallization patterns and an audio stream, but the visual evidence alone is better described as freezing or crystal growth. Identifying Marangoni-Driven Flow would depend too much on the source explanation, so this duplicate backup is rejected."
vdcr_commons_mr18_000003_seg_000000_024000_crop_clean,Weissenberg Rod-Climbing Effect,media/vdcr_segments_pilot_v1/vdcr_commons_mr18_000003_seg_000000_024000_crop_clean.webm,media/vdcr_segment_frames_round18_v1/vdcr_commons_mr18_000003_seg_000000_024000_crop_clean/contact_sheet.jpg,pass_candidate,cropped_clean_segment_license_audit_required,0,24.0,"New cropped clean segment removes the bottom lab text and shows a viscoelastic fluid being dragged upward along a rotating rod, forming a rising annular column instead of a simple inward vortex. A single frame can show the rod and fluid level, but the named concept requires the temporal rod-climbing sequence; final release must audit MIT source rights."
vdcr_commons_mr18_000004,Plasmolysis and Deplasmolysis,media/vdcr_commons_manual_round18_v1/vdcr_commons_mr18_000004.ogv,media/vdcr_commons_manual_frames_round18_v1/vdcr_commons_mr18_000004/contact_sheet.jpg,pass_candidate,commons_microscopy_strict_gate_ready_for_license_check,0,20.787,"New Commons microscopy timelapse shows plant epidermal cells whose internal contents shrink away from the cell walls and then recover or expand, instantiating plasmolysis and deplasmolysis. A single frame is just a plant-cell micrograph; the named concept requires observing the shrinkage-and-recovery sequence."
vdcr_commons_mr18_000005,River Avulsion,media/vdcr_commons_manual_round18_v1/vdcr_commons_mr18_000005.mp4,media/vdcr_commons_manual_frames_round18_v1/vdcr_commons_mr18_000005/contact_sheet.jpg,pass_candidate,google_timelapse_no_label_cc_by_ready_for_license_check,0,3.9,"New no-label Google Earth Timelapse video shows the Kosi River channel network reorganizing as flow shifts from older channels into newly occupied pathways across the fan. A single satellite frame shows braided channels, but the named concept requires observing channel abandonment and relocation over time rather than ordinary static river morphology."
vdcr_commons_mr19_000001,Faraday Waves,media/vdcr_commons_manual_round19_v1/vdcr_commons_mr19_000001.gif,media/vdcr_commons_manual_frames_round19_v1/vdcr_commons_mr19_000001/contact_sheet.jpg,reject,source_dependent_bead_assembly_no_visible_surface_wave,0,0,The GIF mainly shows red microscale beads forming and rearranging patterns while the underlying vibrating liquid surface wave is not visually explicit. Accepting it as Faraday Waves would rely on the source title and experiment context rather than video-native evidence of the wave field.
vdcr_commons_mr19_000002,Electrodeposition Dendrite Growth,media/vdcr_commons_manual_round19_v1/vdcr_commons_mr19_000002.webm,media/vdcr_commons_manual_frames_round19_v1/vdcr_commons_mr19_000002/contact_sheet.jpg,reject,existing_crystals_handled_no_growth,0,0,"The clip shows a hand or packet rotating already-grown copper crystals, not dendrites forming under electrodeposition. There is no visible growth front or electrochemical deposition sequence, so the concept would be inferred from metadata rather than the video."
vdcr_commons_mr19_000003,FRAP Recovery,media/vdcr_commons_manual_round19_v1/vdcr_commons_mr19_000003.ogv,media/vdcr_commons_manual_frames_round19_v1/vdcr_commons_mr19_000003/contact_sheet.jpg,reject,answer_text_frap_roi_leakage,0,0,"The microscopy panel contains visible answer-level text such as FRAP ROI plus time and scale overlays. Although the source is scientifically relevant, VDCR must exclude clips where the target concept can be read from the frame rather than recognized from temporal recovery dynamics."
vdcr_commons_mr19_000004,Glacier Surge,media/vdcr_commons_manual_round19_v1/vdcr_commons_mr19_000004.mp4,media/vdcr_commons_manual_frames_round19_v1/vdcr_commons_mr19_000004/contact_sheet.jpg,pass_candidate,nps_public_domain_strict_long_timescale_gate,0,30,"New NPS time-lapse shows the Muldrow Glacier surge front advancing through the valley, with the ice surface and terminus position changing relative to a fixed mountain foreground. A single frame only shows glacier terrain; the named concept requires observing the surge-phase advance over time. This is a strict long-timescale sample and final release review should verify playback visibility."
vdcr_commons_mr19_000005_seg_000000_003333_crop_clean,Taylor-Couette Vortices,media/vdcr_segments_pilot_v1/vdcr_commons_mr19_000005_seg_000000_003333_crop_clean.webm,media/vdcr_segment_frames_round19_v1/vdcr_commons_mr19_000005_seg_000000_003333_crop_clean/contact_sheet.jpg,pass_candidate,cropped_clean_scientific_visualization_ready_for_license_check,0,3.334,"New cropped clean derivative removes the surrounding formula and parameter panels and preserves the annular helical vortex structure changing in a rotating-cylinder Taylor-Couette system. A single frame shows a colored cylinder-like pattern, but the named concept requires the temporal vortex-pattern dynamics rather than generic simulation imagery."
vdcr_commons_mr19_000006,Crystallization Front Propagation,media/vdcr_commons_manual_round19_v1/vdcr_commons_mr19_000006.webm,media/vdcr_commons_manual_frames_round19_v1/vdcr_commons_mr19_000006/contact_sheet.jpg,pass_candidate,commons_strict_crystallization_front_ready_for_license_check,0,25.73,"New Commons video shows a purple potassium-permanganate solution retreating or clearing while needle-like crystals remain and extend through the field, instantiating a crystallization front moving through the solution. A single frame can show crystals, but the named concept requires observing the front propagation and crystal-growth sequence over time."
vdcr_commons_mr19_000007_seg_000000_036143_crop_clean,Cytokinetic Furrow Ingression,media/vdcr_segments_pilot_v1/vdcr_commons_mr19_000007_seg_000000_036143_crop_clean.webm,media/vdcr_segment_frames_round19_v1/vdcr_commons_mr19_000007_seg_000000_036143_crop_clean/contact_sheet.jpg,pass_candidate,cropped_clean_microscopy_ready_for_license_check,0,36.143,"New cropped clean microscopy segment removes the time overlay and shows a dividing cell forming a narrowing cleavage furrow between two daughter-cell lobes, followed by connection or regression dynamics. A single frame may show two rounded lobes, but the named concept requires observing the furrow constricting over time."
vdcr_commons_mr20_000001,Magnus Effect,media/vdcr_commons_manual_round20_v1/vdcr_commons_mr20_000001.gif,media/vdcr_commons_manual_frames_round20_v1/vdcr_commons_mr20_000001/contact_sheet.jpg,pass_candidate,commons_simulation_gif_strict_ready_for_license_check,0,10.1,New Commons GIF shows a rotating disk-like body interacting with surrounding flow/particle texture and following a laterally deflected path while vortical wake structures form. A single frame only shows a colored disk and flow texture; the named concept requires observing the rotation-coupled trajectory/flow deflection over time.
vdcr_commons_mr20_000002,Gel Swelling,media/vdcr_commons_manual_round20_v1/vdcr_commons_mr20_000002.webm,media/vdcr_commons_manual_frames_round20_v1/vdcr_commons_mr20_000002/contact_sheet.jpg,reject,hydrogel_micropump_device_actuation_not_clear_swelling,0,0,"The clip shows a hydrogel-bar micropump or valve-like device moving between channel walls, but the visible evidence is a device actuation cycle rather than a clear gel swelling or deswelling process. Accepting it would depend too much on the source description and device context."
vdcr_commons_mr20_000003,Crystal Nucleation,media/vdcr_commons_manual_round20_v1/vdcr_commons_mr20_000003.webm,media/vdcr_commons_manual_frames_round20_v1/vdcr_commons_mr20_000003/contact_sheet.jpg,reject,crystal_growth_without_clear_nucleation_onset,0,0,"The microscopy video shows visible crystal growth and changing crystal edges, but the accepted answer would be Crystal Nucleation and the frames do not clearly show new nuclei appearing from an initially nucleus-free field. This is closer to generic crystal growth, which is not a current v1 answer label."
vdcr_commons_mr20_000004,Stomatal Opening and Closing,media/vdcr_commons_manual_round20_v1/vdcr_commons_mr20_000004.ogv,media/vdcr_commons_manual_frames_round20_v1/vdcr_commons_mr20_000004/contact_sheet.jpg,reject,wrong_target_whole_plant_ozone_timelapse_with_text,0,0,"The Commons guard-cell-category video is actually a whole-plant ozone-exposure time-lapse with visible labels such as Ozone exposure, time stamps, and accession names. It does not show guard-cell aperture opening/closing, so it is a wrong-target and text-leaking candidate."
vdcr_commons_mr20_000005,Slime Mold Aggregation,media/vdcr_commons_manual_round20_v1/vdcr_commons_mr20_000005.webm,media/vdcr_commons_manual_frames_round20_v1/vdcr_commons_mr20_000005/contact_sheet.jpg,review,visually_relevant_but_aggregation_vs_expansion_label_uncertain,0,0,"The time-lapse clearly shows slime-mold network/mass expansion and reorganization without text leakage, but the target label Slime Mold Aggregation may be too specific: the visible process reads more like plasmodial foraging or expansion than aggregation. Keep as review until the concept label is tightened or a better aggregation-specific source is found."
vdcr_commons_mr20_000006,Sediment Saltation,media/vdcr_commons_manual_round20_v1/vdcr_commons_mr20_000006.ogv,media/vdcr_commons_manual_frames_round20_v1/vdcr_commons_mr20_000006/contact_sheet.jpg,reject,granular_creep_not_saltation_and_time_overlay,0,0,"The long-timescale particle-bed movie contains prominent time and scale overlays and visually emphasizes slow granular creep/rearrangement under shear rather than grains hopping in saltation. It is scientifically relevant sediment transport, but not a clean VDCR sample for Sediment Saltation."
vdcr_commons_mr20_000007,Sediment Saltation,media/vdcr_commons_manual_round20_v1/vdcr_commons_mr20_000007.ogv,media/vdcr_commons_manual_frames_round20_v1/vdcr_commons_mr20_000007/contact_sheet.jpg,reject,particle_bed_motion_not_decisive_saltation,0,0,"The shorter particle-bed movie has time and scale overlays and shows subtle bed reorganization under shear. It does not provide visually decisive hopping/intermittent grain trajectories needed for Sediment Saltation, so accepting it would be source-dependent."
vdcr_commons_mr20_000008_seg_000000_018133_crop_clean,Gel Swelling,media/vdcr_segments_pilot_v1/vdcr_commons_mr20_000008_seg_000000_018133_crop_clean.webm,media/vdcr_segment_frames_round20_v1/vdcr_commons_mr20_000008_seg_000000_018133_crop_clean/contact_sheet.jpg,pass_candidate,cropped_clean_hydrogel_swelling_strict_ready_for_license_check,0,18.133,New cropped clean derivative removes visible time/speed text and shows a dyed hydrogel strip progressively bending as swelling-driven osmotic actuation accumulates over hours. A single frame shows only a curved strip; the named concept requires observing the gradual swelling-driven deformation sequence over time.
vdcr_commons_mr20_000009,Membrane Blebbing,media/vdcr_commons_manual_round20_v1/vdcr_commons_mr20_000009.ogv,media/vdcr_commons_manual_frames_round20_v1/vdcr_commons_mr20_000009/contact_sheet.jpg,pass_candidate,commons_microscopy_strict_ready_for_license_check,0,40.0,New Commons/PLOS microscopy video shows a migrating cell edge repeatedly forming rounded membrane protrusions and changing outline over time. A single frame is only a phase-contrast cell image; the named concept requires the transient bleb formation/retraction dynamics.
vdcr_commons_mr20_000010,Headward Erosion,media/vdcr_commons_manual_round20_v1/vdcr_commons_mr20_000010.ogv,media/vdcr_commons_manual_frames_round20_v1/vdcr_commons_mr20_000010/contact_sheet.jpg,pass_candidate,commons_geography_video_strict_ready_for_license_check,0,15.942,"New Commons video shows sand on a slope collapsing and the erosion head retreating upward/backward, forming a dendritic erosion pattern through time. A single frame can show a sand scar, but the named concept requires observing the erosional head migrate headward during the collapse sequence."
vdcr_commons_mr21_000001,Thermocapillary Convection,media/vdcr_commons_manual_round21_v1/vdcr_commons_mr21_000001.ogv,media/vdcr_commons_manual_frames_round21_v1/vdcr_commons_mr21_000001/contact_sheet.jpg,revise,raw_video_has_visible_condition_text_and_metadata_answer_leakage,0,88.6,"The raw Commons microscopy video shows a strong thermocapillary instability sequence in a triangular sessile drop, but it contains visible condition text and source metadata that explicitly names the thermocapillary process. Use only the cropped metadata-stripped derivative."
vdcr_commons_mr21_000001_crop_clean,Thermocapillary Convection,media/vdcr_segments_pilot_v1/vdcr_commons_mr21_000001_crop_clean.mp4,media/vdcr_segment_frames_round21_v1/vdcr_commons_mr21_000001_crop_clean/contact_sheet.jpg,pass_candidate,cropped_metadata_stripped_thermocapillary_ready_for_license_check,0,88.6,"New cropped clean derivative removes the visible condition text and strips source metadata, leaving the infrared sequence of an evaporating triangular sessile drop whose internal bright/dark flow pattern develops, reorganizes, and breaks into cellular structures. A single frame shows only an intermediate thermal texture; the named concept requires observing the thermocapillary instability/convection pattern emerge and evolve over time."
vdcr_commons_mr21_000002,Electric Arc Formation and Bending,media/vdcr_commons_manual_round21_v1/vdcr_commons_mr21_000002.webm,media/vdcr_commons_manual_frames_round21_v1/vdcr_commons_mr21_000002/contact_sheet.jpg,reject,generic_arc_flash_static_scene_and_safety_apparatus_shortcut,0,0,"The clip shows a distant electrical arc flash in an apparatus, but the temporal structure is too generic and brief; a model could answer from the scene/apparatus and bright spark rather than tracking a named arc-formation/bending process. Reject for v1 main production."
vdcr_commons_mr21_000003_metadata_clean,Evaporation-Induced Deposition Front,media/vdcr_segments_pilot_v1/vdcr_commons_mr21_000003_metadata_clean.mp4,media/vdcr_segment_frames_round21_v1/vdcr_commons_mr21_000003_metadata_clean/contact_sheet.jpg,pass_candidate,metadata_stripped_materials_deposition_front_strict_ready_for_license_check,0,33.967,"New metadata-stripped derivative from a Commons/Nature Communications video shows a moving contact-line/deposition zone creating a row of polymer filaments as the front advances along the substrate. A single frame can show already-formed filaments, but the named concept requires observing the deposition front sweep forward and leave the patterned material behind over time."
vdcr_commons_mr21_000004,Evaporation-Induced Deposition Front,media/vdcr_commons_manual_round21_v1/vdcr_commons_mr21_000004.ogv,media/vdcr_commons_manual_frames_round21_v1/vdcr_commons_mr21_000004/contact_sheet.jpg,reject,duplicate_deposition_front_candidate_lower_information_gain,0,0,"The clip is another valid-looking contact-line/deposition-pattern formation sequence from the same paper, but the concept is already represented by vdcr_commons_mr21_000003_metadata_clean. Reject as duplicate to maintain answer-level deduplication."
vdcr_commons_mr21_000005_metadata_clean,Actin Wave,media/vdcr_segments_pilot_v1/vdcr_commons_mr21_000005_metadata_clean.mp4,media/vdcr_segment_frames_round21_v1/vdcr_commons_mr21_000005_metadata_clean/contact_sheet.jpg,pass_candidate,metadata_stripped_cell_biology_actin_wave_strict_ready_for_license_check,0,7.833,"New metadata-stripped derivative from a Commons/PLOS microscopy video shows bright actin-associated wave structures propagating, colliding, and reorganizing along the cell cortex. A single frame shows only a fluorescent cell boundary or punctate signal; the named concept requires observing the wave-like propagation and annihilation/reorganization over time."
vdcr_commons_mr21_000006,Actin Wave,media/vdcr_commons_manual_round21_v1/vdcr_commons_mr21_000006.ogv,media/vdcr_commons_manual_frames_round21_v1/vdcr_commons_mr21_000006/contact_sheet.jpg,reject,duplicate_actin_wave_candidate_lower_information_gain,0,0,"The clip shows a related actin/Hem-1 wave sequence, but the concept is already represented by vdcr_commons_mr21_000005_metadata_clean. Reject as duplicate to preserve concept-level deduplication."
vdcr_commons_mr21_000007,Mitochondrial Fission-Fusion Dynamics,media/vdcr_commons_manual_round21_v1/vdcr_commons_mr21_000007.ogv,media/vdcr_commons_manual_frames_round21_v1/vdcr_commons_mr21_000007/contact_sheet.jpg,reject,mitochondrial_network_motion_too_sparse_for_unambiguous_fission_fusion,0,0,"The microscopy video contains a punctate mitochondrial network whose points shift over time, but the contact sheet does not make individual fission or fusion events visually decisive without the source title. Reject for now because the answer would be too source-dependent."
vdcr_commons_mr21_000008_metadata_clean,Braided Channel Migration,media/vdcr_segments_pilot_v1/vdcr_commons_mr21_000008_metadata_clean.mp4,media/vdcr_segment_frames_round21_v1/vdcr_commons_mr21_000008_metadata_clean/contact_sheet.jpg,pass_candidate,metadata_stripped_nasa_braided_channel_migration_ready_for_license_check,0,47.967,"New metadata-stripped NASA/Commons satellite animation derivative shows a braided river repeatedly shifting active channels, abandoning threads, and redrawing mid-channel bars across years. A single satellite frame can show a braided planform, but the named concept requires observing channel migration and reorganization through time."
vdcr_commons_mr22_000001_metadata_clean,Faraday Waves,media/vdcr_segments_pilot_v1/vdcr_commons_mr22_000001_metadata_clean.mp4,media/vdcr_segment_frames_round22_v1/vdcr_commons_mr22_000001_metadata_clean/contact_sheet.jpg,pass_candidate,metadata_stripped_faraday_waves_ready_for_license_check,0,39.44,"New metadata-stripped no-audio Commons derivative shows a driven liquid surface in a singing bowl repeatedly transitioning from a flat surface to standing wave-like ripples under vibration. A single frame can show a bowl or a textured surface, but the named concept requires observing vibration-driven surface wave emergence and oscillatory patterning."
vdcr_commons_mr22_000002,Faraday Waves,media/vdcr_commons_manual_round22_v1/vdcr_commons_mr22_000002.gif,media/vdcr_commons_manual_frames_round22_v1/vdcr_commons_mr22_000002/contact_sheet.jpg,reject,duplicate_faraday_waves_lower_information_gain,0,0,"The bead assembly GIF is related to Faraday-wave forcing, but Faraday Waves is already represented by vdcr_commons_mr22_000001_metadata_clean with a clearer liquid-surface dynamic. Reject as duplicate for concept-level deduplication."
vdcr_commons_mr22_000003,Standing Wave Formation,media/vdcr_commons_manual_round22_v1/vdcr_commons_mr22_000003.gif,media/vdcr_commons_manual_frames_round22_v1/vdcr_commons_mr22_000003/contact_sheet.jpg,reject,schematic_animation_low_expert_naming_gap,0,0,"The GIF is a simple schematic standing-wave animation. It is temporally dynamic, but the concept is too classroom-basic and visually self-explanatory for the main VDCR pool; reject rather than lower the benchmark difficulty."
