candidate_id,source_url,source_platform,license_or_usage_note,domain,subdomain,capability_label,dynamic_concept_id,dynamic_concept,linked_principle_id,principle_id,principle,required_dynamic_signature,acceptable_video_types,reject_conditions,hard_negative_family,visible_dynamic_process,dynamic_signature_match,source_page_support_level,source_page_mechanism_evidence,source_double_check_decision,source_double_check_reason,source_page_context,review_decision,gate_reason,risk_tags,proposed_knowledge_point,proposed_knowledge_point_type,answerability_notes,distractor_requirements,frame_contact_sheet,local_media,is_new_source,source_reuse_status
,,,,biology_living_systems,organism_behavior_and_taxis,DMR,,,BIO_TAX_001,BIO_TAX_001,Chemotaxis biases movement direction along chemical concentration gradients.,Trajectories accumulate toward/away from a chemical source or gradient.,bacterial chemotaxis; neutrophil chemotaxis; microfluidic gradient,Reject random wandering without gradient cue.,phototaxis; Brownian motion; thermotaxis,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Chemotaxis biases movement direction along chemical concentration gradients.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: phototaxis; Brownian motion; thermotaxis",,,true,new_candidate_source
,,,,biology_living_systems,organism_behavior_and_taxis,DMR,,,BIO_TAX_001,BIO_TAX_001,Chemotaxis biases movement direction along chemical concentration gradients.,Trajectories accumulate toward/away from a chemical source or gradient.,bacterial chemotaxis; neutrophil chemotaxis; microfluidic gradient,Reject random wandering without gradient cue.,phototaxis; Brownian motion; thermotaxis,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Chemotaxis biases movement direction along chemical concentration gradients.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: phototaxis; Brownian motion; thermotaxis",,,true,new_candidate_source
,,,,biology_living_systems,organism_behavior_and_taxis,DCR,DCR_BIO_DISPLAY_001,courtship display,BIO_TAX_004,BIO_TAX_004,Run-and-tumble or Levy-like search alternates runs and turns to explore space.,The animal performs a repeated display sequence toward a potential mate or rival.,bacterial run and tumble; Levy walk microbes; trajectory overlay,Reject generic walking or flight without display context and sequence.,foraging; locomotion; aggression display,,pending,pending,,pending_source_double_check,,,pending_dcr_gate,Review video first against the named dynamic concept signature; then use source page only if it specifically supports the concept/mechanism.,,courtship display,named_dynamic_concept,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: foraging; locomotion; aggression display",,,true,new_candidate_source
,,,,biology_living_systems,plant_growth_and_tropisms,DMR,,,BIO_TRO_001,BIO_TRO_001,Phototropism bends shoots through differential growth toward directional light.,Shoot curvature gradually changes toward a visible or known light source.,phototropism time lapse; directional light plant growth,Reject normal vertical growth without directional stimulus.,circumnutation; germination; stomata,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Phototropism bends shoots through differential growth toward directional light.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: circumnutation; germination; stomata",,,true,new_candidate_source
,,,,biology_living_systems,plant_growth_and_tropisms,DMR,,,BIO_TRO_002,BIO_TRO_002,Gravitropism redirects root or shoot growth relative to gravity after reorientation.,Root tip curves downward or shoot curves upward after rotation.,root gravitropism time lapse; shoot gravitropism,Reject clips without reorientation or gravity-relative change.,phototropism; hydrotropism; circumnutation,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Gravitropism redirects root or shoot growth relative to gravity after reorientation.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: phototropism; hydrotropism; circumnutation",,,true,new_candidate_source
,,,,biology_living_systems,plant_growth_and_tropisms,DCR,DCR_BIO_GRAVI_001,gravitropism,BIO_TRO_002,BIO_TRO_002,Gravitropism redirects root or shoot growth relative to gravity after reorientation.,Roots or shoots curve after the plant is rotated.,root gravitropism time lapse; shoot gravitropism,Reject clips without a rotation/reorientation event.,phototropism; hydrotropism; simple elongation,,pending,pending,,pending_source_double_check,,,pending_dcr_gate,Review video first against the named dynamic concept signature; then use source page only if it specifically supports the concept/mechanism.,,gravitropism,named_dynamic_concept,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: phototropism; hydrotropism; simple elongation",,,true,new_candidate_source
,,,,biology_living_systems,plant_nastic_movements,DMR,,,BIO_NAS_002,BIO_NAS_002,Nyctinasty changes leaf posture across light-dark cycles via turgor or growth rhythms.,Leaves open/close or change angle over day-night transitions.,Oxalis leaf sleep; bean leaf nyctinasty; circadian plant movement,Reject generic wind movement or one-state leaf images.,phototropism; wilting; touch response,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Nyctinasty changes leaf posture across light-dark cycles via turgor or growth rhythms.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: phototropism; wilting; touch response",,,true,new_candidate_source
,,,,biology_living_systems,plant_nastic_movements,DMR,,,BIO_NAS_002,BIO_NAS_002,Nyctinasty changes leaf posture across light-dark cycles via turgor or growth rhythms.,Leaves open/close or change angle over day-night transitions.,Oxalis leaf sleep; bean leaf nyctinasty; circadian plant movement,Reject generic wind movement or one-state leaf images.,phototropism; wilting; touch response,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Nyctinasty changes leaf posture across light-dark cycles via turgor or growth rhythms.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: phototropism; wilting; touch response",,,true,new_candidate_source
,,,,biology_living_systems,plant_water_relations_and_turgor,DMR,,,BIO_TRA_002,BIO_TRA_002,Guard-cell turgor changes open and close stomatal pores.,Stomatal aperture increases or decreases as guard cells change shape.,stomata opening time lapse; guard cell turgor videos,Reject static stomata views or graphs without visible pore change.,phototropism; plasmolysis; leaf folding,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Guard-cell turgor changes open and close stomatal pores.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: phototropism; plasmolysis; leaf folding",,,true,new_candidate_source
,,,,biology_living_systems,plant_water_relations_and_turgor,DMR,,,BIO_TRA_003,BIO_TRA_003,Cytoplasmic streaming moves organelles along cytoskeletal tracks inside plant cells.,Chloroplasts or granules circulate along cell boundaries or strands.,Elodea cytoplasmic streaming; chloroplast movement microscopy,Reject if movement is only camera drift or Brownian jitter.,plasmolysis; diffusion; mitosis,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Cytoplasmic streaming moves organelles along cytoskeletal tracks inside plant cells.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: plasmolysis; diffusion; mitosis",,,true,new_candidate_source
,,,,biology_living_systems,plant_water_relations_and_turgor,DCR,DCR_BIO_PLASM_001,plasmolysis and deplasmolysis,BIO_TRA_001,BIO_TRA_001,"Osmosis changes plant-cell volume, causing plasmolysis and deplasmolysis.",The protoplast shrinks away from the cell wall and may recover in water.,onion plasmolysis microscopy; Elodea plasmolysis,Reject single final plasmolyzed images or label-only clips.,cytoplasmic streaming; cell division; diffusion dye,,pending,pending,,pending_source_double_check,,,pending_dcr_gate,Review video first against the named dynamic concept signature; then use source page only if it specifically supports the concept/mechanism.,,plasmolysis and deplasmolysis,named_dynamic_concept,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: cytoplasmic streaming; cell division; diffusion dye",,,true,new_candidate_source
,,,,chemistry_materials_change,diffusion_mixing_and_transport,DMR,,,CHM_DIF_002,CHM_DIF_002,"Laminar shear stretches and folds fluids, increasing interface without turbulence.",Colored bands elongate into thin layers and may reverse under reversed shear.,Taylor-Couette; reversible laminar mixing; viscous mixing demos,Reject fully turbulent mixing or simple shaking.,diffusion only; vortex turbulence; precipitation,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,"Laminar shear stretches and folds fluids, increasing interface without turbulence.",transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: diffusion only; vortex turbulence; precipitation",,,true,new_candidate_source
,,,,chemistry_materials_change,diffusion_mixing_and_transport,DMR,,,CHM_DIF_002,CHM_DIF_002,"Laminar shear stretches and folds fluids, increasing interface without turbulence.",Colored bands elongate into thin layers and may reverse under reversed shear.,Taylor-Couette; reversible laminar mixing; viscous mixing demos,Reject fully turbulent mixing or simple shaking.,diffusion only; vortex turbulence; precipitation,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,"Laminar shear stretches and folds fluids, increasing interface without turbulence.",transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: diffusion only; vortex turbulence; precipitation",,,true,new_candidate_source
,,,,chemistry_materials_change,diffusion_mixing_and_transport,DCR,DCR_CHEM_DIFF_001,Taylor-Couette laminar mixing,CHM_DIF_002,CHM_DIF_002,"Laminar shear stretches and folds fluids, increasing interface without turbulence.",Colored bands elongate into layers and may reverse when shear is reversed.,Taylor-Couette; reversible laminar mixing; viscous mixing demos,Reject simple shaking or turbulent mixing clips.,turbulent mixing; diffusion only; precipitation,,pending,pending,,pending_source_double_check,,,pending_dcr_gate,Review video first against the named dynamic concept signature; then use source page only if it specifically supports the concept/mechanism.,,Taylor-Couette laminar mixing,named_dynamic_concept,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: turbulent mixing; diffusion only; precipitation",,,true,new_candidate_source
,,,,chemistry_materials_change,gas_evolution_and_combustion,DMR,,,CHM_GAS_002,CHM_GAS_002,"Combustion requires fuel, oxidizer, and heat; removing one extinguishes flame.","Flame appears, propagates, or extinguishes after oxygen/fuel/temperature changes.",flame extinction; combustion demos; hydrogen ignition,Reject clips that only show a flame without causal change.,redox color; evaporation; glow without flame,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,"Combustion requires fuel, oxidizer, and heat; removing one extinguishes flame.",transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: redox color; evaporation; glow without flame",,,true,new_candidate_source
,,,,chemistry_materials_change,gas_evolution_and_combustion,DMR,,,CHM_GAS_002,CHM_GAS_002,"Combustion requires fuel, oxidizer, and heat; removing one extinguishes flame.","Flame appears, propagates, or extinguishes after oxygen/fuel/temperature changes.",flame extinction; combustion demos; hydrogen ignition,Reject clips that only show a flame without causal change.,redox color; evaporation; glow without flame,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,"Combustion requires fuel, oxidizer, and heat; removing one extinguishes flame.",transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: redox color; evaporation; glow without flame",,,true,new_candidate_source
,,,,chemistry_materials_change,material_deformation_and_response,DMR,,,CHM_MAT_002,CHM_MAT_002,"Heating can soften or melt material, reducing strength and enabling deformation.","Material deforms, sags, flows, or breaks as temperature increases.",polymer softening; metal melting; glass softening,Reject post-heating final shape without thermal sequence.,mechanical cutting; crystallization; combustion,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,"Heating can soften or melt material, reducing strength and enabling deformation.",transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: mechanical cutting; crystallization; combustion",,,true,new_candidate_source
,,,,chemistry_materials_change,material_deformation_and_response,DCR,DCR_CHEM_THICK_001,shear thickening,CHM_MAT_001,CHM_MAT_001,Shear-thickening suspensions resist rapid stress while flowing under slow stress.,The same material flows slowly but resists or fractures under rapid impact.,cornstarch oobleck impact; shear thickening demos,Reject clips showing only slow pouring or only a static impact aftermath.,high viscosity liquid; gel; plastic clay,,pending,pending,,pending_source_double_check,,,pending_dcr_gate,Review video first against the named dynamic concept signature; then use source page only if it specifically supports the concept/mechanism.,,shear thickening,named_dynamic_concept,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: high viscosity liquid; gel; plastic clay",,,true,new_candidate_source
,,,,chemistry_materials_change,phase_change_and_crystallization,DMR,,,CHM_PHA_002,CHM_PHA_002,Solidification fronts propagate as liquid changes phase into ordered solid.,A visible solid-liquid boundary advances or dendrites grow.,freezing water; metal solidification; ice crystal growth,Reject final frozen samples without front propagation.,precipitation; evaporation; gas evolution,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Solidification fronts propagate as liquid changes phase into ordered solid.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: precipitation; evaporation; gas evolution",,,true,new_candidate_source
,,,,chemistry_materials_change,phase_change_and_crystallization,DMR,,,CHM_PHA_002,CHM_PHA_002,Solidification fronts propagate as liquid changes phase into ordered solid.,A visible solid-liquid boundary advances or dendrites grow.,freezing water; metal solidification; ice crystal growth,Reject final frozen samples without front propagation.,precipitation; evaporation; gas evolution,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Solidification fronts propagate as liquid changes phase into ordered solid.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: precipitation; evaporation; gas evolution",,,true,new_candidate_source
,,,,chemistry_materials_change,phase_change_and_crystallization,DCR,DCR_CHEM_DEND_001,dendritic crystal growth,CHM_PHA_002,CHM_PHA_002,Solidification fronts propagate as liquid changes phase into ordered solid.,Branching crystals extend from nucleation sites over time.,freezing water; metal solidification; ice crystal growth,Reject final crystals without visible growth sequence.,precipitate cloud; final crystal; random sediment,,pending,pending,,pending_source_double_check,,,pending_dcr_gate,Review video first against the named dynamic concept signature; then use source page only if it specifically supports the concept/mechanism.,,dendritic crystal growth,named_dynamic_concept,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: precipitate cloud; final crystal; random sediment",,,true,new_candidate_source
,,,,chemistry_materials_change,precipitation_and_solubility,DMR,,,CHM_PRE_002,CHM_PRE_002,Local supersaturation at a reaction interface creates precipitate bands or membranes.,"Solid appears where two liquids meet, often as rings, tubes, or membranes.",chemical garden; Liesegang rings; diffusion precipitation,Reject bulk turbidity without visible interface or local formation.,homogeneous crystallization; pH color; gas evolution,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Local supersaturation at a reaction interface creates precipitate bands or membranes.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: homogeneous crystallization; pH color; gas evolution",,,true,new_candidate_source
,,,,chemistry_materials_change,precipitation_and_solubility,DMR,,,CHM_PRE_002,CHM_PRE_002,Local supersaturation at a reaction interface creates precipitate bands or membranes.,"Solid appears where two liquids meet, often as rings, tubes, or membranes.",chemical garden; Liesegang rings; diffusion precipitation,Reject bulk turbidity without visible interface or local formation.,homogeneous crystallization; pH color; gas evolution,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Local supersaturation at a reaction interface creates precipitate bands or membranes.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: homogeneous crystallization; pH color; gas evolution",,,true,new_candidate_source
,,,,chemistry_materials_change,precipitation_and_solubility,DCR,DCR_CHEM_GARDEN_001,chemical garden,CHM_PRE_002,CHM_PRE_002,Local supersaturation at a reaction interface creates precipitate bands or membranes.,Colored tubular or branching structures grow upward/outward in solution.,chemical garden; Liesegang rings; diffusion precipitation,Reject static finished gardens without growth sequence.,ordinary crystallization; dye diffusion; bubbles,,pending,pending,,pending_source_double_check,,,pending_dcr_gate,Review video first against the named dynamic concept signature; then use source page only if it specifically supports the concept/mechanism.,,chemical garden,named_dynamic_concept,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: ordinary crystallization; dye diffusion; bubbles",,,true,new_candidate_source
,,,,chemistry_materials_change,redox_and_endpoint_reactions,DMR,,,CHM_RED_003,CHM_RED_003,Redox indicator systems can cycle between colored oxidation states.,Shaking/resting or reagent changes produce reversible color transitions.,chemical traffic light; blue bottle; chameleon reaction,Reject one-way color changes without redox-cycle evidence.,precipitation; crystallization; combustion,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Redox indicator systems can cycle between colored oxidation states.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: precipitation; crystallization; combustion",,,true,new_candidate_source
,,,,chemistry_materials_change,redox_and_endpoint_reactions,DMR,,,CHM_RED_003,CHM_RED_003,Redox indicator systems can cycle between colored oxidation states.,Shaking/resting or reagent changes produce reversible color transitions.,chemical traffic light; blue bottle; chameleon reaction,Reject one-way color changes without redox-cycle evidence.,precipitation; crystallization; combustion,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Redox indicator systems can cycle between colored oxidation states.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: precipitation; crystallization; combustion",,,true,new_candidate_source
,,,,chemistry_materials_change,redox_and_endpoint_reactions,DCR,DCR_CHEM_BENEDICT_001,Benedict test positive reaction,CHM_RED_002,CHM_RED_002,Reducing sugars reduce copper(II) to copper(I) oxide during Benedict heating.,Blue solution changes toward orange-red with precipitate formation while heated.,Benedict test videos; reducing sugar demos,Reject final tube comparisons without the heating transition.,iodine test; pH indicator; simple boiling,,pending,pending,,pending_source_double_check,,,pending_dcr_gate,Review video first against the named dynamic concept signature; then use source page only if it specifically supports the concept/mechanism.,,Benedict test positive reaction,named_dynamic_concept,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: iodine test; pH indicator; simple boiling",,,true,new_candidate_source
,,,,earth_environmental_systems,cryosphere_and_seasonal_change,DMR,,,EAR_CRY_002,EAR_CRY_002,Glacier calving occurs when fractures propagate and unsupported ice detaches.,Cracks widen and a block breaks from the glacier front into water.,glacier calving slow motion; ice front fracture,Reject clips that only show floating ice after detachment.,landslide; freeze-thaw; wave breaking,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Glacier calving occurs when fractures propagate and unsupported ice detaches.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: landslide; freeze-thaw; wave breaking",,,true,new_candidate_source
,,,,earth_environmental_systems,cryosphere_and_seasonal_change,DMR,,,EAR_CRY_002,EAR_CRY_002,Glacier calving occurs when fractures propagate and unsupported ice detaches.,Cracks widen and a block breaks from the glacier front into water.,glacier calving slow motion; ice front fracture,Reject clips that only show floating ice after detachment.,landslide; freeze-thaw; wave breaking,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Glacier calving occurs when fractures propagate and unsupported ice detaches.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: landslide; freeze-thaw; wave breaking",,,true,new_candidate_source
,,,,earth_environmental_systems,cryosphere_and_seasonal_change,DCR,DCR_EAR_GLCALV_001,glacier calving,EAR_CRY_002,EAR_CRY_002,Glacier calving occurs when fractures propagate and unsupported ice detaches.,"An ice front cracks, detaches, falls, and generates waves or roll-over.",glacier calving slow motion; ice front fracture,Reject clips showing only floating ice after detachment.,avalanche; ordinary wave; glacier flow,,pending,pending,,pending_source_double_check,,,pending_dcr_gate,Review video first against the named dynamic concept signature; then use source page only if it specifically supports the concept/mechanism.,,glacier calving,named_dynamic_concept,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: avalanche; ordinary wave; glacier flow",,,true,new_candidate_source
,,,,earth_environmental_systems,ecosystem_interactions,DMR,,,EAR_ECO_002,EAR_ECO_002,Animal-mediated pollination transfers pollen through contact with reproductive structures.,Visitor contacts anthers/stigma and then moves away or to another flower.,pollination slow motion; bee flower contact; hummingbird pollination,Reject flower visitor videos without contact to reproductive parts.,feeding only; phototaxis; wind,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Animal-mediated pollination transfers pollen through contact with reproductive structures.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: feeding only; phototaxis; wind",,,true,new_candidate_source
,,,,earth_environmental_systems,ecosystem_interactions,DMR,,,EAR_ECO_002,EAR_ECO_002,Animal-mediated pollination transfers pollen through contact with reproductive structures.,Visitor contacts anthers/stigma and then moves away or to another flower.,pollination slow motion; bee flower contact; hummingbird pollination,Reject flower visitor videos without contact to reproductive parts.,feeding only; phototaxis; wind,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Animal-mediated pollination transfers pollen through contact with reproductive structures.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: feeding only; phototaxis; wind",,,true,new_candidate_source
,,,,earth_environmental_systems,erosion_transport_and_deposition,DMR,,,EAR_ERO_002,EAR_ERO_002,Deposition and sorting occur because particle settling speed depends on size and density.,Particles separate spatially or layers form as flow slows.,sediment sorting flume; settling column; delta deposition,Reject final sorted samples without movement/deposition sequence.,filtration; granular vibration; chemical precipitation,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Deposition and sorting occur because particle settling speed depends on size and density.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: filtration; granular vibration; chemical precipitation",,,true,new_candidate_source
,,,,earth_environmental_systems,erosion_transport_and_deposition,DMR,,,EAR_ERO_002,EAR_ERO_002,Deposition and sorting occur because particle settling speed depends on size and density.,Particles separate spatially or layers form as flow slows.,sediment sorting flume; settling column; delta deposition,Reject final sorted samples without movement/deposition sequence.,filtration; granular vibration; chemical precipitation,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Deposition and sorting occur because particle settling speed depends on size and density.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: filtration; granular vibration; chemical precipitation",,,true,new_candidate_source
,,,,earth_environmental_systems,erosion_transport_and_deposition,DCR,DCR_EAR_SALT_001,sediment saltation,EAR_ERO_001,EAR_ERO_001,Sediment motion begins when fluid shear stress exceeds a transport threshold.,Particles transition from rest to bouncing/hopping transport above a bed.,sediment transport flume; threshold of motion; bedload,Reject videos where grains are already moving without visible saltation.,suspension cloud; landslide; simple settling,,pending,pending,,pending_source_double_check,,,pending_dcr_gate,Review video first against the named dynamic concept signature; then use source page only if it specifically supports the concept/mechanism.,,sediment saltation,named_dynamic_concept,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: suspension cloud; landslide; simple settling",,,true,new_candidate_source
,,,,earth_environmental_systems,geology_and_geophysical_change,DMR,,,EAR_GEO_002,EAR_GEO_002,Pyroclastic density currents move as ground-hugging particle-laden gravity currents.,Dense current advances along the ground with a leading front and suspended particles.,pyroclastic flow analog; density current flume; volcanic ash current,Reject smoke plumes rising vertically without ground-hugging current.,lava flow; debris slide; steam convection,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Pyroclastic density currents move as ground-hugging particle-laden gravity currents.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: lava flow; debris slide; steam convection",,,true,new_candidate_source
,,,,earth_environmental_systems,geology_and_geophysical_change,DMR,,,EAR_GEO_002,EAR_GEO_002,Pyroclastic density currents move as ground-hugging particle-laden gravity currents.,Dense current advances along the ground with a leading front and suspended particles.,pyroclastic flow analog; density current flume; volcanic ash current,Reject smoke plumes rising vertically without ground-hugging current.,lava flow; debris slide; steam convection,,pending,pending,,pending_source_double_check,,,pending_principle_gate,Review video first against required_dynamic_signature; then use source page only if it contains specific mechanism evidence.,,Pyroclastic density currents move as ground-hugging particle-laden gravity currents.,transferable_principle_or_mechanism,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: lava flow; debris slide; steam convection",,,true,new_candidate_source
,,,,earth_environmental_systems,geology_and_geophysical_change,DCR,DCR_EAR_PYRO_001,pyroclastic density current,EAR_GEO_002,EAR_GEO_002,Pyroclastic density currents move as ground-hugging particle-laden gravity currents.,A ground-hugging ash cloud accelerates downslope from a volcanic source.,pyroclastic flow analog; density current flume; volcanic ash current,Reject vertical ash plumes without ground-hugging flow.,ash plume rise; landslide dust; cloud shadow,,pending,pending,,pending_source_double_check,,,pending_dcr_gate,Review video first against the named dynamic concept signature; then use source page only if it specifically supports the concept/mechanism.,,pyroclastic density current,named_dynamic_concept,Question must require the dynamic process; a single frame or source title should not be enough.,"Use hard negatives from same broad visual family, not copied choices from unrelated videos: ash plume rise; landslide dust; cloud shadow",,,true,new_candidate_source
