video_id,domain,subdomain,concept_type,gold_answer,accepted_answers,question,mcq_correct_choice,mcq_correct_choice_text,choice_A,choice_B,choice_C,choice_D,qwen35_2b_direct_output,qwen35_2b_direct_exact_correct,qwen35_2b_direct_judge_equivalent,qwen35_2b_direct_judge_label,qwen35_2b_mcq_output_choice,qwen35_2b_mcq_output_text,qwen35_2b_mcq_correct,qwen35_2b_mcq_parse_status,qwen35_4b_direct_output,qwen35_4b_direct_exact_correct,qwen35_4b_direct_judge_equivalent,qwen35_4b_direct_judge_label,qwen35_4b_mcq_output_choice,qwen35_4b_mcq_output_text,qwen35_4b_mcq_correct,qwen35_4b_mcq_parse_status,qwen35_9b_direct_output,qwen35_9b_direct_exact_correct,qwen35_9b_direct_judge_equivalent,qwen35_9b_direct_judge_label,qwen35_9b_mcq_output_choice,qwen35_9b_mcq_output_text,qwen35_9b_mcq_correct,qwen35_9b_mcq_parse_status,qwen3vl_2b_direct_output,qwen3vl_2b_direct_exact_correct,qwen3vl_2b_direct_judge_equivalent,qwen3vl_2b_direct_judge_label,qwen3vl_2b_mcq_output_choice,qwen3vl_2b_mcq_output_text,qwen3vl_2b_mcq_correct,qwen3vl_2b_mcq_parse_status,qwen3vl_4b_direct_output,qwen3vl_4b_direct_exact_correct,qwen3vl_4b_direct_judge_equivalent,qwen3vl_4b_direct_judge_label,qwen3vl_4b_mcq_output_choice,qwen3vl_4b_mcq_output_text,qwen3vl_4b_mcq_correct,qwen3vl_4b_mcq_parse_status,qwen3vl_8b_direct_output,qwen3vl_8b_direct_exact_correct,qwen3vl_8b_direct_judge_equivalent,qwen3vl_8b_direct_judge_label,qwen3vl_8b_mcq_output_choice,qwen3vl_8b_mcq_output_text,qwen3vl_8b_mcq_correct,qwen3vl_8b_mcq_parse_status
vdcr_000069,physics_physical_systems,physics_family_01,自然动态机制,Taylor-Couette Vortices,Taylor-Couette Vortices; 泰勒-库埃特涡,Which named dynamic concept is instantiated by the temporally evolving process in this video?,A,Taylor-Couette Vortices,Taylor-Couette Vortices,Vortex Shedding / Karman Vortex Street,Kelvin-Helmholtz Instability,Hydraulic Jump,fluid,False,False,too_generic,A,Taylor-Couette Vortices,True,ok,fluid turbulence,False,False,too_generic,B,Vortex Shedding / Karman Vortex Street,False,ok,Fluid Dynamics,False,False,too_generic,B,Vortex Shedding / Karman Vortex Street,False,ok,Fluid dynamics,False,False,too_generic,C,Kelvin-Helmholtz Instability,False,ok,Convection,False,False,too_generic,C,Kelvin-Helmholtz Instability,False,ok,湍流,False,False,too_generic,C,Kelvin-Helmholtz Instability,False,ok
vdcr_000070,chemistry_materials_change,materials_family_02,自然动态机制,Crystallization Front Propagation,Crystallization Front Propagation; 结晶前沿推进,Which named dynamic concept is instantiated by the temporally evolving process in this video?,C,Crystallization Front Propagation,Dendritic Crystal Growth,Crystal Nucleation-and-Growth Dynamics,Crystallization Front Propagation,Supercooled Liquid Rapid Crystallization,晶体生长,False,False,too_generic,B,Crystal Nucleation-and-Growth Dynamics,False,ok,dissolving,False,False,wrong,B,Crystal Nucleation-and-Growth Dynamics,False,ok,crystallization,False,False,too_generic,B,Crystal Nucleation-and-Growth Dynamics,False,ok,Crystal growth,False,False,too_generic,B,Crystal Nucleation-and-Growth Dynamics,False,ok,crystallization,False,False,too_generic,B,Crystal Nucleation-and-Growth Dynamics,False,ok,溶解,False,False,wrong,B,Crystal Nucleation-and-Growth Dynamics,False,ok
vdcr_000071,biology_living_systems,biology_family_05,自然动态机制,Cytokinetic Furrow Ingression,Cytokinetic Furrow Ingression; 胞质分裂沟收缩,Which named dynamic concept is instantiated by the temporally evolving process in this video?,D,Cytokinetic Furrow Ingression,Cytoplasmic Streaming,Calcium Wave Propagation,Axonal Transport,Cytokinetic Furrow Ingression,细胞分裂,False,False,too_generic,D,Cytokinetic Furrow Ingression,True,ok,cell division,False,False,too_generic,D,Cytokinetic Furrow Ingression,True,ok,Cell Division,False,False,too_generic,D,Cytokinetic Furrow Ingression,True,ok,Cell division,False,False,too_generic,A,Cytoplasmic Streaming,False,ok,cell division,False,False,too_generic,D,Cytokinetic Furrow Ingression,True,ok,细胞分裂,False,False,too_generic,D,Cytokinetic Furrow Ingression,True,ok
vdcr_000072,physics_physical_systems,physics_family_01,自然动态机制,Magnus Effect,Magnus Effect; 马格努斯效应,Which named dynamic concept is instantiated by the temporally evolving process in this video?,D,Magnus Effect,Hydraulic Jump,Vortex Shedding / Karman Vortex Street,Kelvin-Helmholtz Instability,Magnus Effect,chaos,False,False,wrong,B,Vortex Shedding / Karman Vortex Street,False,ok,swirl,False,False,too_generic,B,Vortex Shedding / Karman Vortex Street,False,ok,swirl,False,False,too_generic,B,Vortex Shedding / Karman Vortex Street,False,ok,Colorful swirl,False,False,too_generic,B,Vortex Shedding / Karman Vortex Street,False,ok,Turbulence,False,False,wrong,C,Kelvin-Helmholtz Instability,False,ok,漩涡,False,False,too_generic,C,Kelvin-Helmholtz Instability,False,ok
vdcr_000073,chemistry_materials_change,materials_family_09,自然动态机制,Osmotic Gel Swelling Dynamics,Osmotic Gel Swelling Dynamics; Gel Swelling; 凝胶溶胀,Which named dynamic concept is instantiated by the temporally evolving process in this video?,D,Osmotic Gel Swelling Dynamics,Thin-Film Dewetting,Shear Thickening,Diffusion Flame,Osmotic Gel Swelling Dynamics,fluid,False,False,too_generic,A,Thin-Film Dewetting,False,ok,bending,False,False,too_generic,B,Shear Thickening,False,ok,Bending,False,False,too_generic,,,False,invalid,Fluid dynamics,False,False,too_generic,A,Thin-Film Dewetting,False,ok,Buoyancy,False,False,wrong,A,Thin-Film Dewetting,False,ok,弯曲,False,False,too_generic,A,Thin-Film Dewetting,False,ok
vdcr_000074,biology_living_systems,biology_family_07,自然动态机制,Membrane Blebbing,Membrane Blebbing; 细胞膜起泡,Which named dynamic concept is instantiated by the temporally evolving process in this video?,B,Membrane Blebbing,Actin Wave,Membrane Blebbing,Microtubule Dynamic Instability,Endocytosis,细胞融合,False,False,wrong,A,Actin Wave,False,ok,cell division,False,False,wrong,B,Membrane Blebbing,True,ok,Cell division,False,False,wrong,B,Membrane Blebbing,True,ok,Cell division,False,False,wrong,B,Membrane Blebbing,True,ok,Cytokinesis,False,False,wrong,B,Membrane Blebbing,True,ok,细胞分裂,False,False,wrong,B,Membrane Blebbing,True,ok
vdcr_000075,earth_environmental_systems,earth_family_09,自然动态机制,Headward Erosion,Headward Erosion; 溯源侵蚀,Which named dynamic concept is instantiated by the temporally evolving process in this video?,C,Headward Erosion,Gully Headcut Retreat,Slab Avalanche Release,Headward Erosion,Pahoehoe Lava Roping,沙丘,False,False,too_generic,A,Gully Headcut Retreat,False,ok,snowdrift,False,False,wrong,C,Headward Erosion,True,ok,Snowdrift,False,False,wrong,C,Headward Erosion,True,ok,Flow,False,False,too_generic,C,Headward Erosion,True,ok,Dewetting,False,False,wrong,D,Pahoehoe Lava Roping,False,ok,沙丘,False,False,too_generic,C,Headward Erosion,True,ok
vdcr_000076,physics_physical_systems,physics_family_08,自然动态机制,Thermocapillary Convection,Thermocapillary Convection; 热毛细对流,Which named dynamic concept is instantiated by the temporally evolving process in this video?,C,Thermocapillary Convection,Dzhanibekov Effect / Tennis Racket Theorem,Rayleigh-Benard Convection,Thermocapillary Convection,Boiling Bubble Nucleation and Departure,chaos,False,False,wrong,A,Dzhanibekov Effect / Tennis Racket Theorem,False,ok,Breathing,False,False,wrong,C,Thermocapillary Convection,True,ok,Rayleigh-Taylor instability,False,False,wrong,C,Thermocapillary Convection,True,ok,Waveform,False,False,wrong,A,Dzhanibekov Effect / Tennis Racket Theorem,False,ok,vortex,False,False,too_generic,A,Dzhanibekov Effect / Tennis Racket Theorem,False,ok,Bifurcation,False,False,related_but_wrong,C,Thermocapillary Convection,True,ok
vdcr_000077,chemistry_materials_change,materials_family_05,自然动态机制,Evaporation-Induced Deposition Front,Evaporation-Induced Deposition Front; 蒸发诱导沉积前沿,Which named dynamic concept is instantiated by the temporally evolving process in this video?,C,Evaporation-Induced Deposition Front,Thin-Film Dewetting,Diffusion Flame,Evaporation-Induced Deposition Front,Shear Thickening,surface tension,False,False,too_generic,C,Evaporation-Induced Deposition Front,True,ok,Marangoni convection,False,False,wrong,A,Thin-Film Dewetting,False,ok,Marangoni effect,False,False,wrong,A,Thin-Film Dewetting,False,ok,Surface tension,False,False,too_generic,A,Thin-Film Dewetting,False,ok,Capillary action,False,False,related_but_wrong,A,Thin-Film Dewetting,False,ok,毛细作用,False,False,wrong,A,Thin-Film Dewetting,False,ok
vdcr_000078,biology_living_systems,biology_family_07,自然动态机制,Actin Wave,Actin Wave; 肌动蛋白波,Which named dynamic concept is instantiated by the temporally evolving process in this video?,D,Actin Wave,Endocytosis,Membrane Blebbing,Microtubule Dynamic Instability,Actin Wave,细胞,False,False,too_generic,B,Membrane Blebbing,False,ok,cell division,False,False,related_but_wrong,B,Membrane Blebbing,False,ok,Cell Division,False,False,wrong,B,Membrane Blebbing,False,ok,cell division,False,False,related_but_wrong,B,Membrane Blebbing,False,ok,Cell division,False,False,wrong,B,Membrane Blebbing,False,ok,细胞分裂,False,False,wrong,B,Membrane Blebbing,False,ok
vdcr_000079,earth_environmental_systems,earth_family_02,自然动态机制,Braided Channel Migration,Braided Channel Migration; 辫状河道迁移,Which named dynamic concept is instantiated by the temporally evolving process in this video?,A,Braided Channel Migration,Braided Channel Migration,Turbidity Current Propagation,River Avulsion,Meander Neck Cutoff,River,False,False,too_generic,A,Braided Channel Migration,True,ok,Digital River,False,False,too_generic,A,Braided Channel Migration,True,ok,Braidbar,False,False,too_generic,A,Braided Channel Migration,True,ok,River network evolution,False,False,too_generic,A,Braided Channel Migration,True,ok,River Delta Evolution,False,False,related_but_wrong,A,Braided Channel Migration,True,ok,河网演变,False,False,too_generic,A,Braided Channel Migration,True,ok
vdcr_000080,physics_physical_systems,physics_family_03,自然动态机制,Faraday Waves,Faraday Waves; 法拉第波,Which named dynamic concept is instantiated by the temporally evolving process in this video?,C,Faraday Waves,Coupled Pendulum Synchronization,Double Pendulum Chaos,Faraday Waves,Dzhanibekov Effect / Tennis Racket Theorem,sound,False,False,wrong,A,Coupled Pendulum Synchronization,False,ok,washing,False,False,wrong,C,Faraday Waves,True,ok,vibrating,False,False,too_generic,C,Faraday Waves,True,ok,Water boiling,False,False,wrong,D,Dzhanibekov Effect / Tennis Racket Theorem,False,ok,Boiling,False,False,wrong,C,Faraday Waves,True,ok,振动,False,False,too_generic,C,Faraday Waves,True,ok
vdcr_000081,biology_living_systems,biology_family_01,专有动态动作概念,C-Start Escape Response,C-Start Escape Response; C 型快速逃逸反应,Which named dynamic concept is instantiated by the temporally evolving process in this video?,B,C-Start Escape Response,Bubble-Net Feeding,C-Start Escape Response,Murmuration,Metachronal Wave Locomotion,动态,False,False,too_generic,B,C-Start Escape Response,True,ok,slither,False,False,too_generic,D,Metachronal Wave Locomotion,False,ok,Snake,False,False,wrong,B,C-Start Escape Response,True,ok,Snake,False,False,wrong,D,Metachronal Wave Locomotion,False,ok,Snake movement,False,False,related_but_wrong,B,C-Start Escape Response,True,ok,蛇形运动,False,False,too_generic,B,C-Start Escape Response,True,ok
vdcr_000082,chemistry_materials_change,materials_family_02,自然动态机制,Crystal Nucleation-and-Growth Dynamics,Crystal Nucleation-and-Growth Dynamics; Crystal Nucleation; 晶核形成,Which named dynamic concept is instantiated by the temporally evolving process in this video?,A,Crystal Nucleation-and-Growth Dynamics,Crystal Nucleation-and-Growth Dynamics,Crystallization Front Propagation,Supercooled Liquid Rapid Crystallization,Dendritic Crystal Growth,光,False,False,wrong,A,Crystal Nucleation-and-Growth Dynamics,True,ok,dissolve,False,False,wrong,A,Crystal Nucleation-and-Growth Dynamics,True,ok,浮力,False,False,wrong,A,Crystal Nucleation-and-Growth Dynamics,True,ok,Dynamic system,False,False,too_generic,A,Crystal Nucleation-and-Growth Dynamics,True,ok,diffusion,False,False,wrong,A,Crystal Nucleation-and-Growth Dynamics,True,ok,浮力,False,False,wrong,A,Crystal Nucleation-and-Growth Dynamics,True,ok
vdcr_000083,earth_environmental_systems,earth_family_02,自然动态机制,Internal Wave Propagation,Internal Wave Propagation; 内波传播,Which named dynamic concept is instantiated by the temporally evolving process in this video?,D,Internal Wave Propagation,Turbidity Current Propagation,Meander Neck Cutoff,River Avulsion,Internal Wave Propagation,热锋,False,False,wrong,B,Meander Neck Cutoff,False,ok,thermal plume,False,False,too_generic,D,Internal Wave Propagation,True,ok,Advection,False,False,too_generic,D,Internal Wave Propagation,True,ok,Temperature anomaly,False,False,too_generic,A,Turbidity Current Propagation,False,ok,temperature anomaly,False,False,too_generic,D,Internal Wave Propagation,True,ok,热传导,False,False,wrong,D,Internal Wave Propagation,True,ok
vdcr_000084,physics_physical_systems,physics_family_04,自然动态机制,Euler's Disk Motion,Euler's Disk Motion; 欧拉圆盘运动,Which named dynamic concept is instantiated by the temporally evolving process in this video?,A,Euler's Disk Motion,Euler's Disk Motion,Brazil Nut Effect,Dzhanibekov Effect / Tennis Racket Theorem,Gyroscopic Precession,magnetic levitation,False,False,wrong,C,Dzhanibekov Effect / Tennis Racket Theorem,False,ok,levitation,False,False,wrong,C,Dzhanibekov Effect / Tennis Racket Theorem,False,ok,spinning coin,False,False,too_generic,A,Euler's Disk Motion,True,ok,Rotational Motion,False,False,too_generic,C,Dzhanibekov Effect / Tennis Racket Theorem,False,ok,Precession,False,False,related_but_wrong,C,Dzhanibekov Effect / Tennis Racket Theorem,False,ok,自旋,False,False,too_generic,A,Euler's Disk Motion,True,ok
vdcr_000085,chemistry_materials_change,materials_family_04,自然动态机制,Reaction-Precipitation Front Propagation,Reaction-Precipitation Front Propagation; Precipitation Front Propagation; 沉淀前沿推进,Which named dynamic concept is instantiated by the temporally evolving process in this video?,B,Reaction-Precipitation Front Propagation,Liesegang Ring Formation,Reaction-Precipitation Front Propagation,Reaction-Diffusion Wave,Chemical Garden Growth,surface tension,False,False,too_generic,B,Reaction-Precipitation Front Propagation,True,ok,coagulation,False,False,too_generic,C,Reaction-Diffusion Wave,False,ok,Melting,False,False,wrong,C,Reaction-Diffusion Wave,False,ok,Surface tension,False,False,too_generic,B,Reaction-Precipitation Front Propagation,True,ok,coalescence,False,False,related_but_wrong,D,Chemical Garden Growth,False,ok,液滴合并,False,False,too_generic,B,Reaction-Precipitation Front Propagation,True,ok
vdcr_000086,biology_living_systems,biology_family_01,自然动态机制,Medusan Jet Propulsion by Bell Contraction,Medusan Jet Propulsion by Bell Contraction; Medusan Bell-Contraction Jet Propulsion; 水母伞体收缩喷射推进; Bell-Contraction Jet Propulsion; Jet Propulsion Swimming,Which named dynamic concept is instantiated by the temporally evolving process in this video?,A,Medusan Jet Propulsion by Bell Contraction,Medusan Jet Propulsion by Bell Contraction,Murmuration,Metachronal Wave Locomotion,Bubble-Net Feeding,动态,False,False,too_generic,A,Medusan Jet Propulsion by Bell Contraction,True,ok,Jellyfish,False,False,too_generic,A,Medusan Jet Propulsion by Bell Contraction,True,ok,jellyfish,False,False,too_generic,A,Medusan Jet Propulsion by Bell Contraction,True,ok,Jellyfish,False,False,too_generic,C,Metachronal Wave Locomotion,False,ok,Swarming,False,False,wrong,A,Medusan Jet Propulsion by Bell Contraction,True,ok,漂浮,False,False,wrong,A,Medusan Jet Propulsion by Bell Contraction,True,ok
vdcr_000087,earth_environmental_systems,earth_family_08,自然动态机制,Rip Current Formation,Rip Current Formation; 近岸裂流形成,Which named dynamic concept is instantiated by the temporally evolving process in this video?,C,Rip Current Formation,Plunging Breaker,Tidal Bore,Rip Current Formation,Slab Avalanche Release,潮汐,False,False,wrong,A,Plunging Breaker,False,ok,surfing,False,False,wrong,A,Plunging Breaker,False,ok,wave,False,False,too_generic,A,Plunging Breaker,False,ok,Ocean,False,False,too_generic,C,Rip Current Formation,True,ok,Wave motion,False,False,too_generic,A,Plunging Breaker,False,ok,潮汐,False,False,wrong,A,Plunging Breaker,False,ok
vdcr_000088,physics_physical_systems,physics_family_08,自然动态机制,Rayleigh-Benard Convection,Rayleigh-Benard Convection; 瑞利-贝纳德对流,Which named dynamic concept is instantiated by the temporally evolving process in this video?,B,Rayleigh-Benard Convection,Boiling Bubble Nucleation and Departure,Rayleigh-Benard Convection,Dzhanibekov Effect / Tennis Racket Theorem,Thermocapillary Convection,fluid,False,False,too_generic,A,Boiling Bubble Nucleation and Departure,False,ok,bacteria,False,False,wrong,D,Thermocapillary Convection,False,ok,diffusion,False,False,wrong,,,False,invalid,Bubbles,False,False,wrong,A,Boiling Bubble Nucleation and Departure,False,ok,Convection,False,False,too_generic,D,Thermocapillary Convection,False,ok,凝固,False,False,wrong,D,Thermocapillary Convection,False,ok
vdcr_000089,chemistry_materials_change,materials_family_04,自然动态机制,Reaction-Diffusion Wave,Reaction-Diffusion Wave; 反应-扩散波,Which named dynamic concept is instantiated by the temporally evolving process in this video?,A,Reaction-Diffusion Wave,Reaction-Diffusion Wave,Reaction-Precipitation Front Propagation,Liesegang Ring Formation,Chemical Garden Growth,Morph,False,False,too_generic,B,Reaction-Precipitation Front Propagation,False,ok,cellular automaton,False,False,related_but_wrong,C,Liesegang Ring Formation,False,ok,Brain development,False,False,wrong,B,Reaction-Precipitation Front Propagation,False,ok,Brain,False,False,wrong,A,Reaction-Diffusion Wave,True,ok,Brain Morphing,False,False,wrong,A,Reaction-Diffusion Wave,True,ok,Brain Development,False,False,wrong,A,Reaction-Diffusion Wave,True,ok
vdcr_000090,biology_living_systems,biology_family_05,自然动态机制,Neutrophil Chemotaxis,Neutrophil Chemotaxis; 中性粒细胞趋化,Which named dynamic concept is instantiated by the temporally evolving process in this video?,C,Neutrophil Chemotaxis,Axonal Transport,Cytoplasmic Streaming,Neutrophil Chemotaxis,Calcium Wave Propagation,动态,False,False,too_generic,C,Neutrophil Chemotaxis,True,ok,bacteria,False,False,wrong,C,Neutrophil Chemotaxis,True,ok,Particle,False,False,wrong,C,Neutrophil Chemotaxis,True,ok,Labyrinth,False,False,wrong,D,Calcium Wave Propagation,False,ok,Growth,False,False,wrong,C,Neutrophil Chemotaxis,True,ok,粒子系统,False,False,wrong,C,Neutrophil Chemotaxis,True,ok
vdcr_000091,earth_environmental_systems,earth_family_01,自然动态机制,Downburst / Microburst Outflow,Downburst / Microburst Outflow; 下击暴流出流扩散; Downburst; Microburst Outflow,Which named dynamic concept is instantiated by the temporally evolving process in this video?,D,Downburst / Microburst Outflow,Supercell Mesocyclone Rotation,Tornadogenesis,Gust Front Propagation,Downburst / Microburst Outflow,暴雨,False,False,too_generic,D,Downburst / Microburst Outflow,True,ok,storm,False,False,too_generic,D,Downburst / Microburst Outflow,True,ok,storm,False,False,too_generic,D,Downburst / Microburst Outflow,True,ok,Storm,False,False,too_generic,D,Downburst / Microburst Outflow,True,ok,Storm,False,False,too_generic,D,Downburst / Microburst Outflow,True,ok,暴风骤雨,False,False,too_generic,C,Gust Front Propagation,False,ok
vdcr_000092,physics_physical_systems,physics_family_01,自然动态机制,Saffman-Taylor Viscous Fingering,Saffman-Taylor Viscous Fingering; 萨夫曼-泰勒黏性指进,Which named dynamic concept is instantiated by the temporally evolving process in this video?,A,Saffman-Taylor Viscous Fingering,Saffman-Taylor Viscous Fingering,Hydraulic Jump,Kelvin-Helmholtz Instability,Vortex Shedding / Karman Vortex Street,细胞,False,False,wrong,A,Saffman-Taylor Viscous Fingering,True,ok,bubbles,False,False,wrong,A,Saffman-Taylor Viscous Fingering,True,ok,Cellular Respiration,False,False,wrong,A,Saffman-Taylor Viscous Fingering,True,ok,Cellular organization,False,False,wrong,A,Saffman-Taylor Viscous Fingering,True,ok,Cell division,False,False,wrong,A,Saffman-Taylor Viscous Fingering,True,ok,细胞分裂,False,False,wrong,A,Saffman-Taylor Viscous Fingering,True,ok
vdcr_000093,earth_environmental_systems,earth_family_09,自然动态机制,Gully Headcut Retreat,Gully Headcut Retreat; 沟蚀扩展,Which named dynamic concept is instantiated by the temporally evolving process in this video?,D,Gully Headcut Retreat,Slab Avalanche Release,Pahoehoe Lava Roping,Headward Erosion,Gully Headcut Retreat,沙丘,False,False,wrong,A,Slab Avalanche Release,False,ok,fluid flow,False,False,wrong,B,Pahoehoe Lava Roping,False,ok,Fluid Dynamics,False,False,wrong,,,False,invalid,Sculpture,False,False,wrong,A,Slab Avalanche Release,False,ok,Dewetting,False,False,wrong,B,Pahoehoe Lava Roping,False,ok,沙丘,False,False,wrong,A,Slab Avalanche Release,False,ok
vdcr_000094,chemistry_materials_change,materials_family_06,自然动态机制,Freeze-Induced Phase Separation,Freeze-Induced Phase Separation; 冻结诱导相分离,Which named dynamic concept is instantiated by the temporally evolving process in this video?,A,Freeze-Induced Phase Separation,Freeze-Induced Phase Separation,Thin-Film Dewetting,Spinodal Decomposition,Ostwald Ripening,动态,False,False,too_generic,D,Ostwald Ripening,False,ok,cell division,False,False,wrong,D,Ostwald Ripening,False,ok,Cell division,False,False,wrong,D,Ostwald Ripening,False,ok,Cellular growth,False,False,wrong,D,Ostwald Ripening,False,ok,Cell division,False,False,wrong,D,Ostwald Ripening,False,ok,细胞分裂,False,False,wrong,D,Ostwald Ripening,False,ok
vdcr_000095,physics_physical_systems,physics_family_08,自然动态机制,Boiling Bubble Nucleation and Departure,Boiling Bubble Nucleation and Departure; 沸腾气泡成核与脱离,Which named dynamic concept is instantiated by the temporally evolving process in this video?,C,Boiling Bubble Nucleation and Departure,Rayleigh-Benard Convection,Thermocapillary Convection,Boiling Bubble Nucleation and Departure,Dzhanibekov Effect / Tennis Racket Theorem,surface tension,False,False,too_generic,C,Boiling Bubble Nucleation and Departure,True,ok,bubble,False,False,too_generic,C,Boiling Bubble Nucleation and Departure,True,ok,Bubbles,False,False,too_generic,C,Boiling Bubble Nucleation and Departure,True,ok,Bubbles,False,False,too_generic,C,Boiling Bubble Nucleation and Departure,True,ok,Bubble formation,False,False,too_generic,C,Boiling Bubble Nucleation and Departure,True,ok,表面张力,False,False,too_generic,C,Boiling Bubble Nucleation and Departure,True,ok
vdcr_000096,biology_living_systems,biology_family_08,自然动态机制,Early Embryonic Cleavage Sequence,Early Embryonic Cleavage Sequence; Embryonic Cleavage Division Sequence; 胚胎卵裂分裂序列; Cleavage; 卵裂,Which named dynamic concept is instantiated by the temporally evolving process in this video?,B,Early Embryonic Cleavage Sequence,Cytoplasmic Streaming,Early Embryonic Cleavage Sequence,Endocytosis,Exocytosis,细胞分裂,False,False,too_generic,B,Early Embryonic Cleavage Sequence,True,ok,cell division,False,False,too_generic,B,Early Embryonic Cleavage Sequence,True,ok,Cell division,False,False,too_generic,B,Early Embryonic Cleavage Sequence,True,ok,Cell division,False,False,too_generic,B,Early Embryonic Cleavage Sequence,True,ok,cell division,False,False,too_generic,B,Early Embryonic Cleavage Sequence,True,ok,细胞分裂,False,False,too_generic,B,Early Embryonic Cleavage Sequence,True,ok
vdcr_000097,chemistry_materials_change,materials_family_06,自然动态机制,Coalescence-Driven Coarsening,Coalescence-Driven Coarsening; 液滴聚并粗化,Which named dynamic concept is instantiated by the temporally evolving process in this video?,A,Coalescence-Driven Coarsening,Coalescence-Driven Coarsening,Thin-Film Dewetting,Spinodal Decomposition,Ostwald Ripening,动态,False,False,too_generic,A,Coalescence-Driven Coarsening,True,ok,expansion,False,False,too_generic,D,Ostwald Ripening,False,ok,Cell division,False,False,wrong,D,Ostwald Ripening,False,ok,Bubbles,False,False,too_generic,D,Ostwald Ripening,False,ok,Bubbles,False,False,too_generic,D,Ostwald Ripening,False,ok,细胞分裂,False,False,wrong,D,Ostwald Ripening,False,ok
vdcr_000098,physics_physical_systems,physics_family_03,自然动态机制,Coupled Pendulum Synchronization,Coupled Pendulum Synchronization; 耦合摆同步,Which named dynamic concept is instantiated by the temporally evolving process in this video?,C,Coupled Pendulum Synchronization,Double Pendulum Chaos,Faraday Waves,Coupled Pendulum Synchronization,Dzhanibekov Effect / Tennis Racket Theorem,动态,False,False,too_generic,C,Coupled Pendulum Synchronization,True,ok,precession,False,False,wrong,C,Coupled Pendulum Synchronization,True,ok,Resonance,False,False,too_generic,C,Coupled Pendulum Synchronization,True,ok,Sound,False,False,wrong,C,Coupled Pendulum Synchronization,True,ok,oscillation,False,False,too_generic,C,Coupled Pendulum Synchronization,True,ok,角动量守恒,False,False,wrong,C,Coupled Pendulum Synchronization,True,ok
vdcr_000099,biology_living_systems,biology_family_10,自然动态机制,Bacterial Swarming Motility,Bacterial Swarming Motility; 细菌集群运动,Which named dynamic concept is instantiated by the temporally evolving process in this video?,C,Bacterial Swarming Motility,Exocytosis,Endocytosis,Bacterial Swarming Motility,Biofilm Colony Expansion Dynamics,细胞,False,False,too_generic,D,Biofilm Colony Expansion Dynamics,False,ok,cell division,False,False,too_generic,D,Biofilm Colony Expansion Dynamics,False,ok,Cell division,False,False,too_generic,D,Biofilm Colony Expansion Dynamics,False,ok,Cell division,False,False,related_but_wrong,D,Biofilm Colony Expansion Dynamics,False,ok,cell division,False,False,too_generic,D,Biofilm Colony Expansion Dynamics,False,ok,细胞分裂,False,False,wrong,D,Biofilm Colony Expansion Dynamics,False,ok
vdcr_000100,earth_environmental_systems,earth_family_06,自然动态机制,Wind-Driven Fire-Front Propagation,Wind-Driven Fire-Front Propagation; 阵风驱动火线推进,Which named dynamic concept is instantiated by the temporally evolving process in this video?,A,Wind-Driven Fire-Front Propagation,Wind-Driven Fire-Front Propagation,Fire-Whirl Vortex Formation,Pyrocumulus Development,Buoyancy-Driven Smoke Plume Rise,动态,False,False,too_generic,A,Wind-Driven Fire-Front Propagation,True,ok,fire,False,False,too_generic,A,Wind-Driven Fire-Front Propagation,True,ok,Lightning,False,False,wrong,,,False,invalid,Fire,False,False,too_generic,A,Wind-Driven Fire-Front Propagation,True,ok,Cloud motion,False,False,wrong,A,Wind-Driven Fire-Front Propagation,True,ok,云层移动,False,False,wrong,A,Wind-Driven Fire-Front Propagation,True,ok
vdcr_000101,physics_physical_systems,physics_family_05,自然动态机制,Inertia-Capillarity Droplet Rebound,Inertia-Capillarity Droplet Rebound; Droplet Rebound; 液滴反弹,Which named dynamic concept is instantiated by the temporally evolving process in this video?,D,Inertia-Capillarity Droplet Rebound,Vortex Ring Formation,Worthington Jet,Droplet Spreading and Retraction,Inertia-Capillarity Droplet Rebound,水滴,False,False,too_generic,D,Inertia-Capillarity Droplet Rebound,True,ok,dropping,False,False,too_generic,D,Inertia-Capillarity Droplet Rebound,True,ok,Droplet bouncing,False,False,too_generic,D,Inertia-Capillarity Droplet Rebound,True,ok,Drop,False,False,too_generic,D,Inertia-Capillarity Droplet Rebound,True,ok,falling,False,False,too_generic,D,Inertia-Capillarity Droplet Rebound,True,ok,自由落体,False,False,wrong,D,Inertia-Capillarity Droplet Rebound,True,ok
vdcr_000102,biology_living_systems,biology_family_09,自然动态机制,Pollen Tube Chemotropic Growth,Pollen Tube Chemotropic Growth; 花粉管趋化生长,Which named dynamic concept is instantiated by the temporally evolving process in this video?,A,Pollen Tube Chemotropic Growth,Pollen Tube Chemotropic Growth,Endocytosis,Plasmolysis and Deplasmolysis,Root Hair Tip Growth,生物,False,False,too_generic,A,Pollen Tube Chemotropic Growth,True,ok,cell division,False,False,too_generic,A,Pollen Tube Chemotropic Growth,True,ok,Cell differentiation,False,False,wrong,A,Pollen Tube Chemotropic Growth,True,ok,Biological process,False,False,too_generic,A,Pollen Tube Chemotropic Growth,True,ok,Growth,False,False,too_generic,A,Pollen Tube Chemotropic Growth,True,ok,发光,False,False,wrong,A,Pollen Tube Chemotropic Growth,True,ok
